teks_klaim,evidence,new_label
"Banyak virus bersifat musiman. Virus flu dan pilek cenderung mencapai puncaknya pada musim dingin, kemudian mereda saat cuaca hangat.","Setiap kenaikan suhu 1 derajat Celsius dikaitkan dengan penurunan jumlah kasus terkonfirmasi kumulatif harian COVID-19 sebesar 4,8951% (t = 2,29, p = 0,0226)",SUPPORT
"Apakah Merokok Membuat COVID-19 Lebih Baik? Tidak, tidak","BMI yang diproksi secara genetis lebih tinggi dan skor merokok seumur hidup dikaitkan dengan peningkatan risiko sepsis di kedua UK Biobank (BMI: rasio odds 1,38 per peningkatan deviasi standar, interval kepercayaan 95% [CI] 1,27 hingga 1,51",SUPPORT
Kapasitas proliferasi nenek moyang saraf berbeda antar spesies.,"Variasi ukuran dan kompleksitas korteks serebral diduga berkontribusi terhadap perbedaan kemampuan kognitif antara manusia dan hewan lainnya. Di sini kami membandingkan keluaran sel progenitor kortikal pada manusia dan tiga primata bukan manusia menggunakan diferensiasi terarah sel induk berpotensi majemuk (PSC) dalam sistem kultur dua dimensi (2D) dan organoid tiga dimensi (3D). Analisis garis keturunan klonal menunjukkan bahwa nenek moyang kortikal primata berkembang biak dalam jangka waktu yang lama, di mana mereka menghasilkan neuron yang lahir lebih awal, berbeda dengan hewan pengerat, di mana fase ekspansi ini sebagian besar berhenti sebelum neurogenesis dimulai. Tingkat perluasan progenitor kortikal tambahan ini berbeda-beda di antara primata, sehingga menyebabkan perbedaan jumlah neuron yang dihasilkan oleh setiap sel progenitor. Kami menemukan bahwa mekanisme untuk mengontrol ukuran kortikal ini diatur oleh sel secara otonom dalam kultur, menunjukkan bahwa ukuran korteks serebral primata diatur setidaknya sebagian pada tingkat keluaran klonal sel progenitor kortikal individu.",SUPPORT
Siklus Ca2+ adalah mekanisme termogenik yang tidak bergantung pada UCP1.,"Uncoupling protein 1 (UCP1) memainkan peran penting dalam termogenesis nonshivering pada lemak coklat; Namun, perannya dalam lemak krem ​​masih belum jelas. Di sini kami melaporkan mekanisme termogenik independen UCP1 yang kuat dalam lemak krem ​​yang melibatkan peningkatan siklus Ca2+ yang bergantung pada ATP oleh sarco/retikulum endoplasma Ca2+-ATPase 2b (SERCA2b) dan reseptor ryanodine 2 (RyR2). Penghambatan SERCA2b merusak termogenesis lemak krem ​​​​yang tidak bergantung pada UCP1 pada manusia dan tikus serta pada babi, spesies yang tidak memiliki protein UCP1 yang fungsional. Sebaliknya, peningkatan siklus Ca2+ melalui aktivasi reseptor adrenergik α1- dan/atau β3 atau jalur SERCA2b-RyR2 menstimulasi termogenesis independen UCP1 pada adiposit krem. Dengan tidak adanya UCP1, lemak krem ​​​​secara dinamis mengeluarkan glukosa melalui peningkatan glikolisis, metabolisme asam trikarboksilat, dan aktivitas piruvat dehidrogenase untuk termogenesis yang bergantung pada ATP melalui jalur SERCA2b; lemak krem ​​dengan demikian berfungsi sebagai 'penyerap glukosa' dan meningkatkan toleransi glukosa secara independen dari penurunan berat badan. Penelitian kami mengungkap mekanisme termogenik nonkanonik yang melaluinya lemak krem ​​mengontrol homeostasis energi seluruh tubuh melalui siklus Ca2+.",SUPPORT
Virus corona ditemukan hidup di beberapa permukaan selama lebih dari 9 hari,"Permukaan di dekat pasien yang dirawat di rumah sakit karena infeksi saluran pernafasan sering kali terkontaminasi oleh patogen, dengan Klebsiella pneumoniae yang paling umum, sehingga menyoroti potensi penularan patogen saluran pernafasan melalui permukaan benda.",SUPPORT
"BCG: Dapatkah vaksin tahun 1921 menyelamatkan nyawa dari Covid-19? Vaksin ini dirancang untuk menghentikan tuberkulosis, namun terdapat beberapa bukti bahwa vaksin ini juga dapat melindungi terhadap infeksi lain.",Imunisasi BCG secara universal dapat memberikan perlindungan yang besar terhadap infeksi COVID-19 karena vaksin BCG memberikan perlindungan yang luas terhadap infeksi saluran pernafasan.,SUPPORT
Namun belum ada bukti bahwa vitamin C dapat berdampak pada COVID-19.,"Meskipun COVID-19 dapat didiagnosis dengan cepat, pengobatan klinis yang efisien untuk COVID-19 masih belum tersedia, sehingga mengakibatkan tingginya angka kematian.",SUPPORT
faktor cuaca tidak akan menghentikan penyebaran virus corona,"Hasilnya menunjukkan bahwa suhu memiliki hubungan linier negatif dengan jumlah kasus terkonfirmasi. Kurva mendatar pada ambang batas 25,8 C. Tidak ada bukti yang mendukung bahwa kurva menurun pada suhu di atas 25,8 C.",SUPPORT
"Karena virus ini mudah menyebar, banyak yang terpaksa memakai masker untuk melindungi diri mereka, karena virus ini menular melalui kontak manusia dan paparan tetesan pernapasan dari orang yang terinfeksi.","Secara keseluruhan, penelitian ini menunjukkan bahwa masker medis cukup untuk digunakan pada sebagian besar acara sosial, dan masker medis maupun masker N95 dapat digunakan kembali selama beberapa hari dengan dekontaminasi uap di antara penggunaan.",SUPPORT
"Penderita diabetes termasuk kelompok yang paling berisiko mengalami komplikasi yang lebih parah akibat virus corona baru dan penyakitnya, COVID-19.","Usia yang lebih tua, diabetes dan penyakit penyerta lainnya dilaporkan sebagai prediktor signifikan terhadap morbiditas dan mortalitas. Peradangan kronis, peningkatan aktivitas koagulasi, gangguan respons imun, dan potensi kerusakan pankreas langsung akibat SARS-CoV-2 mungkin merupakan salah satu mekanisme yang mendasari hubungan antara diabetes dan COVID-19.",SUPPORT
"Orang dengan kondisi kronis seperti diabetes, penyakit paru-paru, dan jantung memiliki risiko lebih besar untuk dirawat di rumah sakit akibat virus corona. Namun, lebih dari satu dari lima pasien yang dirawat di perawatan intensif tidak memiliki masalah kesehatan seperti itu.","Usia yang lebih tua, diabetes dan penyakit penyerta lainnya dilaporkan sebagai prediktor signifikan terhadap morbiditas dan mortalitas. Peradangan kronis, peningkatan aktivitas koagulasi, gangguan respons imun, dan potensi kerusakan pankreas langsung akibat SARS-CoV-2 mungkin merupakan salah satu mekanisme yang mendasari hubungan antara diabetes dan COVID-19.",SUPPORT
Jaringan seluler 5G tidak menyebabkan atau menyebarkan COVID-19.,Hasil yang diperoleh dari berbagai eksperimen berkemampuan AI menggunakan algoritme pengelompokan menunjukkan bahwa semua genom virus COVID-19 yang diperiksa termasuk dalam klaster yang juga berisi genom virus corona kelelawar dan trenggiling.,SUPPORT
"Pembersih tangan dapat membunuh virus corona, namun bukan berarti hand sanitizer harus menjadi pertahanan pertama Anda.","Kebanyakan pembersih tangan berbahan dasar alkohol efektif dalam menonaktifkan virus yang terbungkus, termasuk virus corona.",SUPPORT
"COVID-19 berbeda dengan virus corona lain yang menyebabkan penyakit ringan, seperti flu biasa.","Penyakit novel coronavirus 2019 (COVED-19, sebelumnya dikenal sebagai novel coronavirus pneumonia) pertama kali ditemukan pada bulan Desember 2019 dan menyebar luas di Tiongkok dan seluruh dunia pada tahun 2020",SUPPORT
COVID-19: Novel Virus Corona Dapat Menyebabkan Serangan Jantung atau Serangan Jantung,"Cedera miokard secara signifikan berhubungan dengan kematian akibat COVID-19, sedangkan prognosis pasien dengan penyakit kardiovaskular tetapi tanpa cedera miokard relatif baik. Cedera miokard dikaitkan dengan disfungsi jantung dan aritmia. Peradangan mungkin merupakan mekanisme potensial terjadinya cedera miokard.",SUPPORT
Apakah Nyeri Otot Merupakan Gejala Virus Corona? Ya,"Gejala klinis meliputi demam (100%), batuk (69,6%), dahak (43,5%), mialgia (26,1%), sakit kepala (17,4%) dan dispnea (17,4%), dan gejala yang kurang umum adalah diare (4,3%).",SUPPORT
Penggunaan antidepresan dikaitkan dengan penurunan kadar Aβ di otak hewan percobaan.,"Pensinyalan serotonin menekan pembentukan amiloid-β (Aβ) secara in vitro dan pada model hewan penyakit Alzheimer (AD). Kami menunjukkan bahwa pada model tikus AD transgenik yang sudah tua (tikus yang mengandung plak APP/PS1), citalopram antidepresan, suatu inhibitor reuptake serotonin selektif, menurunkan Aβ dalam cairan interstisial otak dengan cara yang bergantung pada dosis. Pertumbuhan plak amiloid individu dinilai pada tikus yang mengandung plak yang diberikan citalopram secara kronis. Citalopram menghentikan pertumbuhan plak yang sudah ada dan mengurangi munculnya plak baru sebesar 78%. Pada sukarelawan manusia yang sehat, efek citalopram pada produksi Aβ dan konsentrasi Aβ dalam cairan serebrospinal (CSF) diukur secara prospektif menggunakan kinetika pelabelan isotop stabil, dengan pengambilan sampel CSF selama pemberian dosis akut citalopram. Produksi Aβ di CSF melambat sebesar 37% pada kelompok citalopram dibandingkan dengan plasebo. Perubahan ini dikaitkan dengan penurunan 38% total konsentrasi CSF Aβ pada kelompok yang diobati. Kemampuan untuk menurunkan konsentrasi Aβ secara aman berpotensi penting sebagai strategi pencegahan DA. Studi ini menunjukkan keterlibatan target utama untuk uji coba pencegahan AD di masa depan.",SUPPORT
"Tanpa gejala berarti Anda tidak menunjukkan gejala, namun Anda terinfeksi virus.","Median masa penularan, yang didefinisikan sebagai interval dari hari pertama tes asam nukleat positif hingga hari pertama tes asam nukleat terus menerus, adalah 9,5 hari (hingga 21 hari di antara 24 kasus tanpa gejala). Melalui penyelidikan epidemiologi, kami mengamati adanya penularan tanpa gejala pada anggota keluarga yang tinggal bersama",SUPPORT
Pasien COVID-19 yang mengonsumsi hidroksiklorokuin memiliki kemungkinan meninggal lebih kecil,pasien yang dirawat dengan HCQ pada saat dirawat di rumah sakit pada tahap awal pulih lebih cepat dibandingkan pasien yang dirawat terlambat atau dipilih sebagai pasien lini kedua karena waktu rawat inap mereka jelas lebih singkat.,SUPPORT
remdesivir tidak bisa mengobati covid-19,"Saat ini, belum ada pengobatan antivirus spesifik yang efektif untuk COVID-19.",SUPPORT
Kanker yang awalnya mendapat manfaat dari terapi bertarget reseptor faktor pertumbuhan epidermal kemudian menjadi refrakter melalui beberapa mekanisme.,"Semua pasien dengan kanker paru-paru, kolorektal, pankreas, atau kepala dan leher metastatik yang pada awalnya mendapat manfaat dari terapi bertarget reseptor faktor pertumbuhan epidermal (EGFR) akhirnya mengembangkan resistensi. Meningkatnya pemahaman tentang jumlah dan kompleksitas mekanisme resistensi menyoroti tantangan besar dalam membunuh tumor yang resisten terhadap inhibitor EGFR. Pengetahuan kita yang semakin berkembang tentang jalur resistensi memberikan peluang untuk mengembangkan inhibitor berbasis mekanisme baru dan terapi kombinasi untuk mencegah atau mengatasi resistensi terapeutik pada tumor. Kami menyajikan tinjauan komprehensif jalur resistensi terhadap terapi bertarget EGFR pada kanker paru-paru, kolorektal, dan kepala dan leher serta mendiskusikan strategi terapi yang dirancang untuk menghindari resistensi.",SUPPORT
favipiravir dapat membantu menghilangkan saluran napas virus corona (sumber),"Favipiravir adalah obat antivirus yang sebelumnya diindikasikan untuk influenza dan Ebola, dan telah menunjukkan hasil yang menjanjikan dalam uji coba awal untuk pengobatan COVID-19.",SUPPORT
orang dengan tekanan darah tinggi yang tidak terkontrol atau tidak diobati mungkin berisiko terkena penyakit parah akibat COVID-19.,hipertensi mungkin merupakan faktor risiko independen untuk semua penyebab kematian pada pasien COVID-19. Pasien yang sebelumnya menggunakan inhibitor RAAS mungkin memiliki prognosis yang lebih baik.,SUPPORT
Uji coba obat deksametason menunjukkan bahwa obat tersebut mungkin merupakan pengobatan pertama yang terbukti dapat menyelamatkan nyawa pasien Covid-19.,"Uji coba seperti SOLIDARITY dan RECOVERY sedang berlangsung, dan hasil pertama diumumkan mendukung terapi dengan deksametason dengan tren signifikan yang menunjukkan manfaat terbesar di antara pasien yang memerlukan ventilasi.",SUPPORT
Haruskah Anda memakai masker untuk mencegah COVID-19? Ya,Mengenakan masker medis atau masker N95 (yaitu respirator N95) dapat memperlambat penyebaran virus dan mengurangi risiko infeksi.,SUPPORT
"Apakah Masker Wajah COVID-19 Berfungsi Jika Anak-Anak Tidak Bisa Berhenti Menyentuhnya? Ya, masker tetap efektif mencegah penyebaran COVID-19, meski anak-anak terus menyentuhnya.","Khususnya, masker terbukti bermanfaat dalam mencegah penyakit pada orang sehat dan mencegah penularan tanpa gejala. Skenario hipotetis penerapan masker, untuk negara bagian Washington dan New York, menunjukkan bahwa penerapan masker yang cukup efektif (50%) yang hampir universal (80%) dapat mencegah 17--45% perkiraan kematian selama dua bulan di New York, sekaligus menurunkan puncak angka kematian harian sebesar 34--58%, tanpa adanya perubahan lain dalam dinamika epidemi. Bahkan masker yang sangat lemah (efektif 20%) masih dapat berguna jika tingkat penularan relatif rendah atau menurun: Di Washington, di mana intensitas penularan awal jauh lebih sedikit, 80% penggunaan masker dapat mengurangi angka kematian sebesar 24--65% (dan puncak kematian 15--69%), dibandingkan dengan penurunan angka kematian sebesar 2--9% di New York (puncak pengurangan kematian 9--18%).",SUPPORT
"Bisakah anak-anak tertular COVID-19? Sean O'Leary, MD, MPH, FAAP Jawaban Ya","Data mengenai viral load masih sedikit, namun menunjukkan bahwa anak-anak mungkin memiliki tingkat viral load yang lebih rendah dibandingkan orang dewasa, sebagian karena gejala yang mereka alami lebih sedikit, dan hal ini seharusnya mengurangi risiko penularan.",SUPPORT
"Gejala-Gejala yang Menyebabkan COVID-19 Parah Teridentifikasi Hampir semua orang di dunia mengetahui gejala-gejala paling umum dari COVID-19, yang meliputi demam, sesak napas, dan batuk kering.","COVID-19, penyakit yang disebabkan oleh sindrom pernapasan akut parah virus corona 2 (SARS-CoV-2), umumnya muncul dalam bentuk demam, batuk, sesak napas, dan mialgia atau kelelahan.",SUPPORT
"Jarak sosial, disebut juga jarak fisik, berarti menjaga jarak aman antara Anda dan orang lain yang bukan serumah dengan Anda.",pembatasan sosial terpusat diperlukan untuk meminimalkan penyebaran pandemi.,SUPPORT
Penentuan jenis kelamin otonom sel dalam sel somatik terjadi pada Galliformes.,"Dalam model penentuan jenis kelamin mamalia, embrio dianggap acuh tak acuh secara seksual sampai tindakan sementara gen penentu jenis kelamin memulai diferensiasi gonad. Meskipun model ini diperkirakan berlaku untuk semua vertebrata, hal ini masih belum dapat dipastikan. Di sini kita telah memeriksa tiga ekor ayam gynandromorph lateral (sebuah fenomena langka yang terjadi secara alami di mana satu sisi hewan tampak jantan dan sisi lainnya betina) untuk menyelidiki mekanisme penentuan jenis kelamin pada burung. Studi-studi ini menunjukkan bahwa burung gynandromorph adalah chimaera jantan:betina asli, dan menunjukkan bahwa sel somatik burung jantan dan betina mungkin memiliki identitas jenis kelamin yang melekat. Untuk menguji hipotesis ini, kami mentransplantasikan mesoderm dugaan antara embrio jenis kelamin timbal balik untuk menghasilkan embrio yang mengandung gonad kimaerik jantan: betina. Berbeda dengan hasil chimaera mamalia berjenis kelamin campuran, pada chimaera ayam berjenis kelamin campuran, sel donor dikeluarkan dari struktur fungsional gonad inang. Dalam contoh di mana jaringan perempuan ditransplantasikan ke inang laki-laki, sel-sel donor yang berkontribusi pada perkembangan testis mempertahankan identitas perempuan dan menyatakan penanda fungsi perempuan. Penelitian kami menunjukkan bahwa sel somatik unggas memiliki identitas jenis kelamin yang melekat dan, pada burung, diferensiasi seksual pada dasarnya bersifat otonom sel.",SUPPORT
"Virus corona masih menjadi ancaman yang signifikan, namun belum ada vaksin yang terbukti dapat melindungi tubuh dari penyakit yang ditimbulkannya – Covid-19.",Para peneliti dan dokter dari seluruh dunia sedang memajukan pengembangan vaksin terhadap virus SARS-CoV-2 pada manusia dengan menggunakan berbagai pendekatan.,SUPPORT
Penelitian telah menemukan bahwa pasien yang paling sakit sering kali memiliki kadar vitamin D yang paling rendah.,"Pertahanan utama terhadap peradangan yang tidak terkontrol, dan terhadap infeksi virus secara umum, disediakan oleh limfosit T regulator (Treg). Kadar Treg dilaporkan rendah pada banyak pasien COVID-19 dan dapat ditingkatkan dengan suplementasi vitamin D. Kadar vitamin D yang rendah telah dikaitkan dengan peningkatan sitokin inflamasi dan peningkatan risiko pneumonia dan infeksi saluran pernapasan atas akibat virus secara signifikan. Defisiensi vitamin D dikaitkan dengan peningkatan episode trombotik, yang sering terjadi pada COVID-19. Defisiensi vitamin D ditemukan lebih sering terjadi pada pasien obesitas dan diabetes. Kondisi ini dilaporkan menyebabkan angka kematian akibat COVID-19 yang lebih tinggi. Jika vitamin D benar-benar mengurangi keparahan COVID-19 sehubungan dengan pneumonia/ARDS, peradangan, sitokin inflamasi, dan trombosis, maka menurut kami suplemen akan menawarkan pilihan yang relatif mudah untuk mengurangi dampak pandemi.",SUPPORT
"SARS-CoV-2, dapat hidup di permukaan dan dapat hidup dalam jangka waktu yang bervariasi di permukaan yang berbeda.",Human Coronavirus 229E Tetap Menular pada Bahan Permukaan Sentuhan Umum,SUPPORT
masker bedah sangat membantu dalam mengurangi seberapa banyak virus yang disebarkan oleh orang yang sakit.,"Oleh karena itu, masuk akal untuk menyatakan bahwa penggunaan masker secara luas dan konsisten di masyarakat dapat mencegah penyebaran lebih lanjut Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).",SUPPORT
Jarak Sosial Penting untuk Memerangi COVID-19,"Strategi desentralisasi tidak cukup jika digunakan sendiri, namun akan memberikan hasil terbaik jika dipadukan dengan strategi terpusat. Memang benar, (C+D) adalah strategi isolasi yang paling efisien dalam memitigasi superspreader jaringan dan mengurangi derajat node tertinggi menjadi kurang dari 10% dari nilai awalnya.",SUPPORT
"Bisakah klorokuin mengobati virus corona? Ada beberapa ilmu pengetahuan awal, namun tidak banyak, yang mendukung gagasan bahwa obat antimalaria ini mungkin menjanjikan melawan COVID-19.","pemberian HCQ jangka pendek secara empiris pada individu yang bergejala mungkin merupakan strategi yang menjanjikan, aman dan berbiaya rendah.",SUPPORT
Tampaknya kekurangan vitamin D dapat meningkatkan risiko tertular infeksi dan dampaknya akan sangat buruk jika Anda tertular,"Pertahanan utama terhadap peradangan yang tidak terkontrol, dan terhadap infeksi virus secara umum, disediakan oleh limfosit T regulator (Treg). Kadar Treg dilaporkan rendah pada banyak pasien COVID-19 dan dapat ditingkatkan dengan suplementasi vitamin D. Kadar vitamin D yang rendah telah dikaitkan dengan peningkatan sitokin inflamasi dan peningkatan risiko pneumonia dan infeksi saluran pernapasan atas akibat virus secara signifikan. Defisiensi vitamin D dikaitkan dengan peningkatan episode trombotik, yang sering terjadi pada COVID-19. Defisiensi vitamin D ditemukan lebih sering terjadi pada pasien obesitas dan diabetes. Kondisi ini dilaporkan menyebabkan angka kematian akibat COVID-19 yang lebih tinggi. Jika vitamin D benar-benar mengurangi keparahan COVID-19 sehubungan dengan pneumonia/ARDS, peradangan, sitokin inflamasi, dan trombosis, maka menurut kami suplemen akan menawarkan pilihan yang relatif mudah untuk mengurangi dampak pandemi.",SUPPORT
Virus Corona: Bisakah Vitamin C Dosis Besar Mencegah atau Membantu Mengobati Covid-10? Tidak Sama sekali tidak,"Bukti yang mengevaluasi suplemen ini pada pasien COVID-19 masih kurang, dan penyedia layanan kesehatan serta pasien sebaiknya tidak bergantung pada suplemen makanan untuk mencegah atau mengobati COVID-19.",SUPPORT
"Untuk menghentikan penyebaran virus corona (COVID-19), Anda harus menghindari kontak dekat dengan siapa pun yang tidak tinggal bersama Anda. Ini disebut jarak sosial.",Model kami memperkirakan penerapan pembatasan sosial yang ketat ini akan menyebabkan penurunan kasus harian COVID-19 sebesar 79% dan 61% di Australia dan Selandia Baru.,SUPPORT
Mengonsumsi suplemen vitamin D dapat mengurangi risiko terinfeksi COVID-19.,"Beberapa penelitian menunjukkan peran vitamin D dalam mengurangi risiko infeksi saluran pernafasan akut dan pneumonia. Ini termasuk penghambatan langsung dengan replikasi virus atau dengan cara anti-inflamasi atau imunomodulator. Dalam meta-analisis, suplementasi vitamin D terbukti aman dan efektif melawan infeksi saluran pernafasan akut. Oleh karena itu, orang-orang yang berisiko lebih tinggi mengalami kekurangan vitamin D selama pandemi global ini harus mempertimbangkan untuk mengonsumsi suplemen vitamin D untuk menjaga sirkulasi 25(OH)D pada tingkat optimal (75-125nmol/L).",SUPPORT
Pandemi Covid-19 Telah Meningkatnya Kekerasan Dalam Rumah Tangga di Seluruh Dunia,"Meskipun COVID-19 tidak berdampak pada semua jenis kejahatan, perubahan signifikan secara statistik telah teridentifikasi pada sejumlah kasus.",SUPPORT
"WHO mengatakan tidak ada alasan untuk percaya bahwa cuaca dingin dapat membunuh virus corona baru, atau penyakit lainnya.","Hasil ini memberikan bukti adanya hubungan beberapa variabel cuaca dengan penyebaran COVID-19. Namun, perkiraan hubungan (secara konservatif) tidak cukup kuat untuk mengendalikan epidemi secara musiman di sebagian besar lokasi.",SUPPORT
"Untuk menghentikan penyebaran virus corona (COVID-19), Anda harus menghindari kontak dekat dengan siapa pun yang tidak tinggal bersama Anda. Ini disebut jarak sosial.",Diskusi: Gabungan langkah-langkah pembatasan sosial yang diterapkan oleh otoritas Yunani dalam beberapa minggu pertama setelah kasus virus pertama yang terkonfirmasi mengurangi tingkat pertumbuhan COVID-19.,SUPPORT
Obat penurun demam seperti ibuprofen dapat memperburuk COVID-19,Baru-baru ini ada dugaan bahwa Ibuprofen dapat meningkatkan risiko penyakit COVID-19 yang parah dan fatal dan oleh karena itu sebaiknya dihindari pada populasi pasien ini.,SUPPORT
"Pasien yang memakai ACE-i dan ARB yang tertular COVID-19 harus melanjutkan pengobatan, kecuali disarankan lain oleh dokter mereka","Hasil kami sangat mendukung rekomendasi agar ACEI dan ARB dilanjutkan pada populasi dan pasien positif COVID-19, sehingga memperkuat posisi beberapa komunitas ilmiah.",SUPPORT
Pusat Pengendalian dan Pencegahan Penyakit (CDC) tidak mengatakan secara pasti apakah atau berapa lama Anda dapat tetap kebal terhadap virus corona Covid-19 setelah pulih dari infeksi.,"Bertentangan dengan gambaran ini, kami menggambarkan kasus pasien yang sembuh dari pneumonia COVID19 dengan serologi positif, diikuti dengan 6 tes usap PCR nasofaring negatif yang dilakukan selama 1 bulan, yang kemudian, setelah terpapar virus, menunjukkan tes RTPCR positif lainnya dan serokonversi IgM kedua.",SUPPORT
COVID-19 mungkin juga muncul kembali karena sistem kekebalan tubuh pasien lebih lemah. Namun ada juga kemungkinan manusia tidak dapat mengembangkan pertahanan alami terhadap virus setelah infeksi pertama,"Baru-baru ini, semakin banyak laporan yang mengindikasikan bahwa beberapa pasien yang diyakini telah pulih dari COVID-19 pada awalnya dinyatakan negatif namun kemudian dinyatakan positif.",SUPPORT
Ada Segudang Bukti Bahwa Hydroxychloroquine Adalah Pengobatan yang Efektif untuk COVID-19,"pemberian HCQ jangka pendek secara empiris pada individu yang bergejala mungkin merupakan strategi yang menjanjikan, aman dan berbiaya rendah.",SUPPORT
Penghapusan spesifik tubulus proksimal dari reseptor BMP Alk3 menyebabkan fibrosis.,"Molekul yang terkait dengan superfamili faktor pertumbuhan transformasi β (TGF-β), seperti protein morfogenik tulang (BMPs) dan TGF-β, merupakan pengatur utama peradangan, apoptosis, dan transisi seluler. Di sini kami menunjukkan bahwa reseptor BMP activin-like kinase 3 (Alk3) meningkat pada awal penyakit ginjal setelah cedera. Kami juga menemukan bahwa penghapusannya pada epitel tubular menyebabkan peningkatan pensinyalan anggota keluarga TGF-β1-Smad 3 (Smad3), kerusakan epitel dan fibrosis, menunjukkan peran protektif untuk pensinyalan yang dimediasi Alk3 di ginjal. Analisis struktur-fungsi reseptor BMP-Alk3-BMP, kompleks ligan-reseptor tipe 2 (BMPR2), bersama dengan kimia organik sintetik, mengarahkan kami untuk membangun perpustakaan agonis peptida kecil dari sinyal BMP yang berfungsi melalui reseptor Alk3. Salah satu agonis peptida tersebut, THR-123, menekan peradangan, apoptosis dan program transisi epitel ke mesenkim dan membalikkan fibrosis yang sudah ada pada lima model tikus yang mengalami cedera ginjal akut dan kronis. THR-123 bertindak secara spesifik melalui pensinyalan Alk3, karena tikus dengan penghapusan target Alk3 di epitel tubulusnya tidak merespons terapi dengan THR-123. Menggabungkan THR-123 dan kaptopril penghambat enzim pengubah angiotensin memiliki manfaat terapeutik tambahan dalam mengendalikan fibrosis ginjal. Studi kami menunjukkan bahwa agonis sinyal BMP merupakan lini agen terapeutik baru dengan kegunaan potensial di klinik untuk menginduksi regenerasi, memperbaiki dan membalikkan fibrosis yang sudah ada.",SUPPORT
"jika Anda merokok ganja, Anda mungkin berisiko lebih tinggi menderita komplikasi parah jika Anda terinfeksi virus corona baru.",Data menunjukkan CVIR menunjukkan tren yang signifikan di seluruh kuintil intensitas penggunaan ganja dan dengan undang-undang ganja yang lebih longgar. Penggunaan ganja baru-baru ini dapat memprediksi CVIR secara independen dalam model bivariat dan multivariabel yang disesuaikan dan intensitas penggunaannya signifikan secara interaktif. Ganja bergabung dengan tembakau sebagai faktor risiko SARS2-CoV-2.,SUPPORT
Ekspresi ALDH1 dikaitkan dengan prognosis yang lebih buruk untuk tumor primer kanker payudara.,"Penerapan biologi sel induk pada penelitian kanker payudara dibatasi oleh kurangnya metode sederhana untuk identifikasi dan isolasi sel induk normal dan ganas. Memanfaatkan sistem eksperimental in vitro dan in vivo, kami menunjukkan bahwa sel epitel susu manusia normal dan kanker dengan peningkatan aktivitas aldehida dehidrogenase (ALDH) memiliki sifat batang/progenitor. Sel-sel ini mengandung subpopulasi epitel payudara normal dengan potensi diferensiasi garis keturunan terluas dan kapasitas pertumbuhan terbesar dalam model xenotransplantasi. Pada karsinoma payudara, aktivitas ALDH yang tinggi mengidentifikasi fraksi sel tumorigenik, yang mampu memperbarui diri dan menghasilkan tumor yang merekapitulasi heterogenitas tumor induknya. Dalam serangkaian 577 karsinoma payudara, ekspresi ALDH1 yang dideteksi dengan immunostaining berkorelasi dengan prognosis yang buruk. Temuan ini menawarkan alat baru yang penting untuk mempelajari sel induk payudara normal dan ganas serta memfasilitasi penerapan klinis konsep sel induk.",SUPPORT
Megadosis Vitamin C Tidak Akan Menyembuhkan Virus Corona,"Kami mengidentifikasi total 17 pasien yang menerima vitamin C IV untuk COVID-19. Angka kematian rawat inap pada seri ini adalah 12% dengan angka intubasi dan ventilasi mekanis sebesar 17,6%. Kami mencatat penurunan signifikan pada penanda inflamasi, termasuk feritin dan D-dimer, dan kecenderungan penurunan kebutuhan FiO2, setelah pemberian vitamin C.",SUPPORT
"Dibantah: Tidak, minum teh bukanlah obat untuk Covid-19",Analisis ini dapat membantu menciptakan formulasi obat etnik baru untuk mencegah atau menyembuhkan COVID-19,SUPPORT
hydroxychloroquine dapat membatasi penyebaran SARS-CoV-2 serta morbiditas dan mortalitas pandemi COVID-19,pasien yang dirawat dengan HCQ pada saat dirawat di rumah sakit pada tahap awal pulih lebih cepat dibandingkan pasien yang dirawat terlambat atau dipilih sebagai pasien lini kedua karena waktu rawat inap mereka jelas lebih singkat.,SUPPORT
Bukti Menunjukkan Vaksin BCG Dapat Membantu Melawan COVID-19,Beberapa artikel pra-cetak baru-baru ini menyoroti bahwa negara-negara yang melakukan imunisasi BCG massal tampaknya memiliki insiden penyakit virus corona 2019 (COVID-19) yang lebih rendah dibandingkan negara-negara yang tidak melakukan imunisasi BCG.,SUPPORT
"2 m, atau 6 kaki, tidak mewakili tembok, namun perilaku tersebut dapat membantu meminimalkan risiko dengan meningkatkan jarak pemisahan dan posisi relatif untuk percakapan yang lebih lama saat masker tidak digunakan",Pemerintah berbagai negara telah mengadopsi berbagai kebijakan untuk membendung epidemi ini dan yang paling umum adalah penjarakan sosial dan lockdown. Analisis kami menunjukkan bahwa langkah-langkah tersebut dapat memperlambat wabah. Kita dapat mengurangi ukuran epidemi dan memperpanjang waktu untuk mencapai puncak epidemi dengan secara serius mengikuti langkah-langkah yang disarankan oleh pihak berwenang.,SUPPORT
"tidak ada bukti jelas bahwa merokok dapat melindungi terhadap COVID-19, sehingga peringatan untuk menghindari merokok harus ditekankan",Temuan kami mendukung efek kausal dari peningkatan BMI dan merokok terhadap risiko sepsis dan Covid-19 yang parah.,SUPPORT
