teks_klaim,label
Situs web kebugaran bertujuan untuk mengalirkan kebersamaan dan juga olahraga.,true
Mengapa zebra belang? Mungkin untuk mengusir lalat.,true
"Pantai di Pesisir Mississippi dibuka, saran kontak dicabut.",true
"“Jika Anda mengurutkan semua negara yang telah melakukan tes (Covid-19) berdasarkan per kapita, kami berada di urutan terbawah.”",false
Klinik memberikan hibah untuk membantu mereka yang tidak diasuransikan dan kurang diasuransikan.,true
"""Donna Garner Says Joe Straus"" ""adalah salah satu penulis rancangan undang-undang yang memungkinkan Planned Parenthood mengontrol pendidikan seks di sekolah umum.""",false
Penggunaan aspirin yang ‘Revolusioner’? Dapat membantu pasien kanker usus besar,true
Inggris menolak Keytruda dari Merck sebagai pengobatan awal untuk kanker paru-paru.,true
"Sebuah penelitian di Jepang menemukan bahwa rokok elektronik (populer disebut ""e-cigs"") mengandung karsinogen sepuluh kali lebih banyak daripada rokok tembakau.",false
"Dan ini akan menjadi tahun pertama, jika semuanya benar, kita akan menghabiskan lebih dari $10 miliar anggaran negara kita untuk Medicaid dari anggaran $28 miliar.",true
"Notasi """"YXX"""" pada catatan Layanan Selektif Donald Trump menunjukkan bahwa dia menderita kondisi genetik sindrom Klinefelter.""",false
Meth di Louisiana terkontaminasi virus Zika.,false
"""Gilberto Hinojosa Mengatakan jika tindakan aborsi di Texas berhasil, """"seseorang yang tinggal di El Paso harus berkendara sejauh 550 mil sekali jalan ke San Antonio untuk sesuatu yang sederhana seperti pemeriksaan kanker serviks.""",false
Studi Kelenjar Getah Bening Mengguncang Pilar Perawatan Kanker Payudara,true
"Michele Bachmann Says Tim Pawlenty mengatakan pada tahun 2006, """"Era pemerintahan kecil telah berakhir... pemerintah harus lebih proaktif dan lebih agresif.""",true
Para ilmuwan memuji terobosan dalam sel induk mirip embrio.,true
The reason why the COVID-19 mortality rate and cases have decreased is due to preexisting immunity from T cells,false
"""Pasta gigi Colgate harus """"ditarik"".",false
Pengiriman stasiun luar angkasa diluncurkan dari pantai Virginia.,true
Eropa menilai apakah berat badan mempengaruhi keberhasilan 'pil pencegah kehamilan'.,true
"Celebrex berisiko pada pasien berisiko tinggi, demikian temuan penelitian.",true
"""Klaim faktual yang dibuat dalam video Facebook berjudul """"Apakah makanan Anda palsu atau asli? Cari tahu dengan 16 tes mudah ini di rumah!"""" adalah valid.""",false
"Sydney Brenner, yang membantu menguraikan kode genetik, meninggal pada usia 92 tahun.",true
Koktail untuk diingat? Obat mujarab nutrisi menunjukkan harapan melawan Alzheimer,false
Partai Demokrat mengungkap kebijakan baru menjelang pemilihan gubernur.,true
Tunisia: 12 bayi meninggal karena infeksi yang didapat di rumah sakit.,true
"Kematian akibat virus corona di Italia melonjak 793 dalam sehari, sehingga total kematian menjadi 4.825.",true
Chester Bennington dan Chris Cornell dibunuh karena hendak mengungkap jaringan pedofil.,false
Prosedur stent mengurangi masa tinggal untuk memperbaiki aneurisma,false
Spironolakton mungkin bisa menjadi alternatif pengganti antibiotik dalam pengobatan jerawat wanita,false
"Anggota Kongres Kathy Castor memilih untuk menghabiskan $2,6 juta untuk mengajar pelacur di Tiongkok untuk minum secara bertanggung jawab.",false
"Gempa dari gunung berapi Gunung Etna mengguncang Sisilia, memicu kepanikan.",true
"Sebuah penelitian di Penn State University menemukan bahwa ""rokok elektronik... jauh lebih tidak membuat ketagihan dibandingkan rokok.""",true
Panel Menegaskan Kembali Saran Mammogram yang Memicu Perdebatan Kanker Payudara,true
"Gereja diwajibkan oleh pemerintah setempat untuk mencatat dan mendaftarkan daftar hadirin untuk tujuan pelacakan di Kansas City, Missouri.",false
Postingan Facebook Mengatakan meninggalkan benda di bawah sinar matahari untuk menghindari tertular virus corona.,false
Tingkat kejahatan di negara bagian kita berada pada titik terendah dalam 40 tahun terakhir.,true
Sisa bawang bombay menjadi beracun hanya dalam satu hari karena merupakan magnet bagi bakteri.,false
Antibiotik Baru Melawan Resistensi Bakteri,false
Swiss mendesak masyarakat untuk tetap menerapkan langkah-langkah anti-virus selama Paskah.,true
"""Universitas Oxford melarang tepuk tangan karena membuat"" ""kepingan salju"" ""cemas.""",false
Riwayat Kanker Harus Pertimbangkan MRI: Studi,false
Jim Nabors menikah dengan Rock Hudson dan menikah satu sama lain.,false
Stelara J&J berhasil dalam studi penyakit usus kronis,false
FDA menyetujui alternatif berbiaya lebih rendah untuk obat bioteknologi Humira.,true
Pejabat UMass Amherst mengatakan 2 mahasiswanya menderita meningitis.,true
"""Seorang pengunjuk rasa COVID-19 memegang tanda bertuliskan """"moncong untuk anjing dan budak"","" di samping ilustrasi wanita kulit berwarna yang bertopeng.""",true
"Disney dapat secara sah mengklaim bahwa tidak ada seorang pun yang pernah meninggal di salah satu taman hiburan mereka, karena mereka selalu memastikan bahwa korban kecelakaan dikeluarkan dari properti taman sebelum dinyatakan meninggal.",false
Charles Manson adalah salah satu dari 437 pelamar yang mencoba The Monkees pada tahun 1965.,false
"""Statistik menunjukkan """"Anda sembilan kali lebih mungkin diserang oleh sopir taksi"""" di Austin dibandingkan sopir layanan ride-hailing.""",false
"Ketika virus corona menimbulkan dampak emosional, para profesional kesehatan mental bersiap menghadapi lonjakan permintaan.",true
"Hakim Kavanaugh, jika dikonfirmasi ke Mahkamah Agung, bisa menjadi penentu sebuah kasus yang berpotensi meningkatkan kekuatan pengampunan presiden secara signifikan.",true
"Kematian akibat kolera pertama tercatat sejak topan melanda pelabuhan Mozambik, kasusnya meningkat dua kali lipat.",true
"""Lebih baik mencari sekantong salad atau selada yang """"rata"""" di supermarket, karena yang """"gembung"""" mengandung produk yang lebih tua.""",false
Perangkat meningkatkan efisiensi pemompaan jantung,false
Penelitian yang didanai pemerintah menunjukkan bahwa serigala merah adalah spesies yang berbeda.,true
"""Injecting or consuming bleach or disinfectant kills the virus""",false
"""Pengadilan Swiss memenjarakan """"penyembuh"""" karena menulari 16 orang dengan HIV.""",true
Kombinasi obat mengurangi risiko kanker usus besar.,true
"""Saya akan segera menandatangani undang-undang tersebut, yang merupakan upaya legislatif terbesar dalam sejarah untuk mengatasi krisis opioid. ... Sangat sedikit dukungan dari Partai Demokrat.""",false
"""Portland Public Schools mengundang"" ""birokrat sekolah, administrator, guru, staf lain yang bergaji tinggi dan berkecukupan, siswa yang tidak membutuhkan, orang tua siswa yang kaya, dan orang dewasa lainnya, termasuk di sisi lain, tuna wisma dewasa, orang asing ilegal, teroris Muslim fanatik, atau orang jalanan yang kecanduan narkoba, untuk menikmati sarapan murah di fasilitas sekolah yang dibayar pembayar pajak di tengah-tengah anak-anak sekolah.""",false
Pejabat kesehatan memperingatkan spesies kutu baru yang ditemukan di negara bagian tersebut.,true
"Mooney dan rekan setimnya yang sehat menyemangati Brey, Irlandia.",true
"""Dewan penasihat pembayaran independen yang dibentuk berdasarkan undang-undang reformasi layanan kesehatan"" ""dapat menjatah perawatan dan menolak perawatan Medicare tertentu.""",false
"""Jika vaksinnya keluar besok, bagaimana kita bisa memberikannya kepada masyarakat? Tidak ada rencana permainannya.""",true
"""Gambar menggambarkan """"penyesuaian sikap"""" dan """"terapi senyum"""" yang dipaksakan kepada ibu rumah tangga Amerika pada tahun 1930-an yang dilembagakan karena """"tidak mengurus diri sendiri"""" dan bertindak """"depresi"".",false
"Gempa melanda Zagreb, PM desak jaga jarak sosial saat warga mengungsi dari gedung.",true
FDA menyetujui Pil Anti-Merokok Pfizer,true
"Olah raga di akhir pekan dapat memberi manfaat bagi kesehatan seperti halnya olah raga selama seminggu, kata para peneliti",true
Laba-laba 'telamonia bergaris dua' yang berbisa mengintai di bawah dudukan toilet di toilet umum.,false
"""Jake Tapper Mengatakan Kisah Asal"" ""Red Hood"" Joker adalah """"yang sebenarnya.""",false
Obat Exelixis memperlambat penyebaran kanker prostat dalam uji coba,false
FDA menyetujui tes kedua untuk melihat apakah kontrasepsi Essure dipasang dengan benar,false
"""Barack Obama Mengatakan bahwa sebagai gubernur Massachusetts, Mitt Romney """"mengecam pembangkit listrik tenaga batu bara, dengan mengatakan bahwa pembangkit listrik tersebut membunuh orang.""",true
"""Saya selalu tahu bahwa ini nyata, ini adalah pandemi. Saya sudah merasakannya sebagai pandemi jauh sebelum disebut pandemi.""",false
"Montana akan memberikan bison dari Yellowstone kepada suku-suku, bukan ke kebun binatang.",true
Penelitian baru menunjukkan bahwa ceri asam Montmorency dapat membantu meningkatkan kesehatan usus,false
"Pemerintah AS digugat dan dinyatakan bersalah atas pembunuhan Martin Luther King, Jr., namun media berita menolak melaporkannya.",false
Pasangan ini berupaya menghentikan rilis lebih banyak data vaksin.,true
Badan-badan kesehatan AS dan Eropa akan bermitra dengan produsen obat dalam memerangi virus corona.,true
Pantai Gading merupakan negara terbaru yang menindak minuman beralkohol dalam kemasan sachet.,true
Tes Respon Cepat Pertama untuk Tingkat Bifidobacterium dalam Mikrobioma Usus Bayi,false
Lebih dari 214.000 dokter memilih tidak ikut program Obamacare.,false
Basis data yang digunakan polisi untuk mencari tersangka yang dicari tidak termasuk surat perintah tertentu yang dikeluarkan oleh Pengadilan Kota Atlanta.,true
"Komedian memiliki ciri-ciri kepribadian psikotik, demikian temuan penelitian.",true
Banyak kelompok masyarakat yang meragukan vaksin COVID-19 bahkan sebelum ada vaksinnya.,true
Asuransi kesehatan melewati penduduk asli Amerika di New Mexico.,true
"""Amerika Serikat mempunyai""""rekor jumlah aborsi dari tahun ke tahun.""",false
Wanita membutuhkan lebih banyak tidur dibandingkan pria karena otak mereka lebih banyak digunakan sehari-hari.,false
Gubernur Gavin Newsom “tidak memiliki kewenangan hukum” untuk mewajibkan penggunaan penutup wajah di California.,false
Hutan Madagaskar dipenuhi ribuan orang yang mencari batu safir.,true
Neuroradiologi preventif: Pencitraan otak mendukung upaya menurunkan risiko Alzheimer,false
Sebuah pesawat diselamatkan oleh truk pickup setelah roda pendaratannya tidak berfungsi.,false
Seorang stuntman terbunuh selama pembuatan film adegan balapan kereta di 'Ben-Hur' versi 1959 dan kematiannya tertinggal di potongan terakhir.,false
Yayasan Bill Gates menyalurkan dana untuk toilet bertenaga surya.,true
"Ketika seseorang bersin, ia akan menyebar ke seluruh pesawat.",false
Beberapa bukti vitamin D dapat melawan pilek,true
Teknologi baru menjanjikan skrining kanker serviks yang lebih mudah,false
Para ilmuwan memprogram ulang fungsi sel dewasa,false
"WHO mengkonfirmasi kasus demam kuning di Belanda, mengatakan risikonya rendah.",true
"Sebelum UU No. 10, total biaya untuk mempekerjakan pegawai sektor publik 29 persen lebih tinggi dibandingkan biaya yang dikeluarkan di sektor swasta. Setelah tindakan tersebut, angkanya masih lebih tinggi 22 persen.",false
Pemimpin Thailand akan menerapkan tindakan darurat ketika infeksi virus meningkat.,true
Seorang bayi lahir dengan dua pikiran terpisah yang terbungkus dalam satu kepala.,false
"Email berisi kemarahan telah menjadi viral dan menuduh bahwa Senator Kalifornia Dianne Feinstein, dalam seruannya untuk lebih banyak pengendalian senjata, membuat komentar yang menyebut semua veteran sakit jiwa.",false
Sebuah eRumor membandingkan jumlah kematian terkait senjata di antara tentara yang tewas dalam aksi di Irak dengan jumlah kematian terkait senjata di Washington DC. Laporan ini menyimpulkan bahwa rasio kematian per 100.000 di Washington DC lebih buruk dibandingkan rasio yang sama di Irak dan ditutup dengan pernyataan bahwa AS harus menarik diri dari Washington!,false
Spanyol bertindak untuk mencegah PHK ketika jumlah kematian akibat virus corona mulai stabil.,true
Anggota parlemen Jerman menyetujui rencana vaksinasi campak wajib.,true
Pejabat: Remaja di kompetisi dansa di Arizona menderita campak.,true
Biomarker Tell-Tale Mendeteksi Kanker Payudara Dini dalam Studi yang Didanai NIH,false
"""Donald Trump Mengatakan Chris Cuomo dari CNN """"tidak pernah bertanya"""" Senator Richard Blumenthal tentang salah saji Blumenthal dalam dinasnya sendiri di Vietnam.""",false
11 rawat inap terkait dengan vaping di Wisconsin.,true
Partai Demokrat meluncurkan proposal layanan kesehatan yang besar di negara bagian.,true
Sheriff daerah Colorado menggandakan ukuran unit kesehatan mental.,true
Mahasiswa kedelapan Princeton didiagnosis menderita meningitis.,true
Afrika Selatan berisiko menyebarkan TBC yang resistan terhadap obat: studi.,true
Badai Irma bisa menjadi Kategori 6 saat melanda Pantai Timur.,false
Pengadilan Utah menolak tantangan terhadap undang-undang ganja medis.,true
Studi Serangan Jantung Menimbulkan Keraguan Terhadap Penggunaan Angioplasti Secara Rutin,true
Kematian mencapai 45 orang di panti jompo di Virginia yang disebut 'impian virus'.,true
Pusat Michigan dituduh memenuhi tuntutan rasis pasien.,true
Studi mamografi di Swedia menimbulkan lebih banyak kebingungan mengenai skrining kanker payudara,true
Laura Bush yang masih remaja menyebabkan kematian teman sekelasnya dalam kecelakaan mobil.,true
Saham anjlok ke posisi terendah dalam 8 bulan karena kekhawatiran terhadap pertumbuhan; J&J menukik.,true
"""Penjaga keamanan Mandalay Bay, Jesus Campos"" ""hilang"".",false
Tahukah Anda berapa banyak anak dalam sejarah Amerika Serikat yang tewas dalam kebakaran (di sekolah)? Nol.,false
"Sebagai jaksa agung, saya telah mengadili hakim, jaksa wilayah, dan pejabat publik lainnya di seluruh Texas yang melanggar kepercayaan (publik), dan telah dikorupsi.",true
Mantan senator John McCain menyalakan api sebagai pilot muda di kapal induk yang menewaskan 134 pelaut karena dia pamer.,false
"Christine Blasey Ford, yang bersaksi bahwa calon Mahkamah Agung Brett Kavanaugh melakukan pelecehan seksual terhadapnya pada tahun 1980-an, sebenarnya adalah komedian Amy Schumer yang sedang membuat sebuah karya seni pertunjukan.",false
Gambar viral Mengatakan 20 juta orang Tiongkok masuk Islam setelah terbukti bahwa virus corona tidak berdampak pada umat Islam.,false
Amerika “bertambah dari 75.000 kematian akibat flu tahun lalu di Amerika menjadi hampir 0”; apakah ada “permainan alokasi yang dimainkan untuk memanipulasi kebenaran?”,false
Sebuah foto menunjukkan dua pria berdiri di jalan di depan tornado di Oklahoma pada tahun 1898.,false
Virus corona dapat menyebar satu hingga tiga hari sebelum gejalanya muncul: studi CDC.,true
Prancis akan melarang rokok elektronik di depan umum.,true
Keraguan Terhadap Tes Kekambuhan Kanker Ovarium,true
"Getaran memburuk di pulau gunung berapi Selandia Baru, menghambat pemulihan jenazah.",true
India akan mengizinkan sebagian ekspor obat anti-malaria setelah Trump mengajukan banding.,true
"""Pemerintahan Obama akan memberi Pennsylvania $160 juta untuk membayar rencana asuransi kesehatan yang mencakup """"setiap aborsi legal.""",false
"Ketika Partai Demokrat akhirnya memaksimalkan pengeluaran pemerintah pada hari Senin, Kurt Schrader terus mendukung para pemimpin partainya karena gagal menawarkan solusi jangka panjang yang layak.",false
"""Planned Parenthood Says"" ""Scott Walker mencoba mengesahkan undang-undang yang mengizinkan apoteker memblokir akses perempuan terhadap alat kontrasepsi.""",false
Sebuah video memperlihatkan Koko si gorila secara spontan menggunakan bahasa isyarat untuk mengeluarkan peringatan tentang perubahan iklim.,false
"Todd Staples Mengatakan peraturan EPA tentang gas rumah kaca akan membahayakan 575 fasilitas peternakan sapi perah di Texas, 58 peternakan babi, 1.300 peternakan jagung, dan 28.000 peternakan sapi potong.",false
Italia menerapkan lockdown akibat virus corona ketika angka kematian melonjak dan perekonomian melemah.,true
"RUU Presiden Obama tidak akan menurunkan biaya (layanan kesehatan) bagi rata-rata orang Amerika – atau bahkan bagi segelintir orang Amerika, jika ada.",false
Bos Roche mengatakan Brexit dan pembatasan penggunaan narkoba merupakan ancaman bagi ilmu pengetahuan Inggris.,true
Pemerintah pasti sudah merencanakan pandemi virus corona karena rancangan undang-undang bantuan virus corona telah diperkenalkan tiga tahun sebelumnya.,false
Kombinasi obat baru meningkatkan kelangsungan hidup wanita penderita kanker rahim langka,false
Sekjen PBB: Manfaatkan pandemi ini untuk ‘membangun kembali dunia kita menjadi lebih baik’.,true
Terakhir kali ada lonjakan kepercayaan terhadap kompetensi pemerintah terjadi pada masa pemerintahan Ronald Reagan.,false
Industri asuransi kesehatan telah “setuju untuk mengesampingkan semua pembayaran tambahan untuk perawatan virus corona.”,false
Transplantasi sel induk dapat menginduksi remisi multiple sclerosis dalam jangka panjang,false
Kematian akibat virus corona di Italia melampaui angka 7.500 di tengah kekhawatiran penyebaran ke wilayah selatan.,true
"$2,4 juta dari dolar NIH dihabiskan untuk kondom 'origami'.",true
"Sebuah studi CDC yang diterbitkan pada bulan September 2020 menunjukkan bahwa semakin banyak orang yang memakai masker mengidap COVID-19, oleh karena itu masker tidak berfungsi atau membuat kita lebih mungkin tertular COVID-19",false
Pertanyaan studi tentang penggunaan angioplasti pada beberapa pasien,true
Kekurangan dokter di pedesaan mendorong dibukanya sekolah kedokteran.,true
Terapi “pikiran-tubuh” menjanjikan untuk fibromyalgia,true
Nama yang familiar: Kennedy dari Partai Demokrat melawan Partai Republik dalam bidang layanan kesehatan.,true
"Toko minuman keras di NC dianggap penting “karena ada banyak orang yang secara kimiawi bergantung pada alkohol dan jika kami tiba-tiba memutus akses mereka, mereka akan melakukan penarikan dan membanjiri ruang gawat darurat.”",false
Sepasang suami istri yang ingin hamil melalui IVF menemukan melalui tes DNA bahwa mereka adalah saudara kembar.,false
"Dokumen kebijakan “persatuan” Joe Biden-Bernie Sanders menunjukkan “mereka ingin menghapuskan departemen kepolisian kita. Mereka ingin menghapuskan penjara kita, saya rasa.”",false
Kapan vaksin COVID-19 siap didistribusikan?,true
"""Dewan Ekspor Susu A.S. Mengatakan proposal WHO """"menggambarkan susu dan produk susu sebagai hambatan untuk memulai hidup yang sehat.""",false
“Radiasi Ultraviolet dimasukkan ke dalam tubuh sebagai disinfektan untuk membunuh bakteri dan virus dan ini telah digunakan selama beberapa waktu sekarang.”,false
"""Amonia digunakan dalam banyak makanan, bukan hanya """"lendir merah muda"""".""",true
"Hillary Clinton dikutip mengatakan, ""Saya akan menutup NRA untuk selamanya jika saya menjadi presiden. Jika kami dapat melarang penggunaan senjata api, kami akan melakukannya"" dalam sebuah wawancara dengan Des Moines Register pada bulan Agustus 2015.",false
"Umur saya 59 tahun. Baik di Kanada atau Inggris, jika pinggul saya patah, saya tidak dapat menggantinya.",false
Penderita alergi mendapat kelegaan dalam pasta gigi imunoterapi,false
Seorang mahasiswa mengalami koma setelah menelan dua galon air mani sebagai bagian dari tantangan media sosial.,false
Perbaikan prenatal terhadap ancaman kembar,false
Minum empat gelas air setiap awal hari akan mencegah serangan jantung dan menyembuhkan berbagai penyakit.,false
Perangkat memberikan kehidupan baru kepada penderita apnea tidur,false
Luke Perry meninggal karena stroke setelah menerima vaksin pneumonia.,false
Irlandia meluncurkan rencana harga alkohol minimum untuk mengurangi konsumsi minuman beralkohol.,true
"Lebih dari 50 orang tertular herpes karena meminum air mandi yang dijual oleh bintang Instagram Belle Delphine, pada Juli 2019.",false
Meringankan Rasa Sakit: Harapan Baru bagi Penderita Migrain,false
Oramed dari Israel selangkah lebih dekat dalam perlombaan untuk pil insulin pertama.,true
"Email ini mencantumkan tujuh dugaan keputusan pengadilan di berbagai negara bagian di AS yang memberikan hadiah uang tunai dalam jumlah besar kepada orang-orang dalam keadaan yang tampaknya tidak masuk akal, termasuk saat mereka bertanggung jawab atas cedera atau kehilangan mereka sendiri.  Versi selanjutnya mengatakan bahwa kasus-kasus pengadilan ini telah memenangkan “Stella Award,” yang diambil dari nama seorang wanita lanjut usia yang memenangkan penghargaan besar dari tuntutan hukum terhadap McDonalds.",false
Plutonium ditemukan di tanah Colorado; Tes ke-2 menunjukkan level yang lebih rendah.,true
Dokumen rekam medis yang bocor menunjukkan bahwa Hillary Clinton menunjukkan tanda-tanda demensia dan penyakit serius.,false
Jumlah penyakit vaping yang terkonfirmasi di Idaho bertambah menjadi 6.,true
"""Saya mengerahkan Garda Nasional Texas"""" ke perbatasan Texas-Meksiko. """"Dan kebijakan tersebut berhasil; kekhawatiran di perbatasan menurun 74 persen.""",false
"Sebenarnya, Planned Parenthood tidak menyediakan mammogram. Planned Parenthood merujuk perempuan ke penyedia mamografi, yang bertindak sebagai perantara, jika Anda mau.",true
Hampir 25 persen dari seluruh kecelakaan mobil disebabkan oleh SMS saat mengemudi.,false
"Mitch McConnell mengatakan dia ingin negara-negara bagian bangkrut daripada pemerintah federal memberikan bantuan. Hari ini, Thom Tillis setuju.",false
Beberapa Obat Tekanan Darah Dapat Mencegah Demensia,true
"""Marijuana adalah obat Golongan I,"" ""yang Anda pahami berarti Anda tidak dapat melakukan penelitian apa pun tentangnya.""",false
Apa buruknya makanan olahan? Para ilmuwan memberikan petunjuk.,true
Panel menolak aspirin sebagai pencegah kanker,false
Seorang pria New York meninggal setelah tertular infeksi E. coli akibat melakukan analingus pada pacarnya.,false
"""George Flinn Mengatakan"" ""patennya dalam USG telah merevolusi pengobatan modern.""",false
Studi baru dari KKI menunjukkan kelayakan akupunktur pada anak kecil penderita ASD,false
Studi Klinis Tinjauan Sejawat Baru Berhasil Memvalidasi Penggunaan Proove Opioid Risk® Untuk Memprediksi Penyalahgunaan Resep Opioid,false
Kedokteran Gigi Tanpa Bor: Perawatan Fluorida Dapat Mencegah Gigi Berlubang Pada Orang Dewasa,true
Kegilaan anti-penuaan terbaru 'Terapi Drakula' melibatkan penyuntikan darah Anda sendiri ke wajah Anda,false
Pil Menawarkan Cara Lebih Mudah untuk Mengobati MS,true
Pensiun di pedesaan dalam bayang-bayang radioaktif Chernobyl.,true
"""Selama"" setahun terakhir, saya disensor """" dan diberangus.""",false
"""Membilas hidung dengan larutan garam melindungi dari virus corona""",false
Program menunjukkan janji untuk menghapus ular piton dari Everglades.,true
Makan kalkun membuat orang sangat mengantuk.,false
Pemindaian Otak Memprediksi Perbaikan Disleksia,false
"Berbagai penelitian “semuanya mengatakan selama beberapa dekade, masker tidak dapat bekerja melawan virus.”",false
Inggris semakin dekat untuk melegalkan penggunaan ganja untuk tujuan pengobatan.,true
"Sebuah komentar berjudul, “Mengenal John McCain yang Sebenarnya” oleh Burma Davis Posey mulai beredar pada bulan Agustus 2017 setelah Senator McCain memberikan suara menentang rencana Partai Republik untuk mencabut Obamacare.",true
Teknologi 'brain shuttle' Roche menawarkan harapan bagi Alzheimer.,true
Daerah California mencoba melarang pertanian pot seiring berkembangnya bisnis ganja medis.,true
Gubernur California mengatakan pemadaman listrik secara luas untuk mencegah kebakaran 'tidak dapat diterima'.,true
"""Dapur Louisiana Popeye menjual"" ""ayam pendukung emosional"" ""untuk penumpang penerbangan yang lelah.""",true
"""Pengabaian dalam Undang-Undang Perawatan Kesehatan Amerika """"tidak berlaku untuk hal-hal seperti jaminan kehamilan.""",false
El Paso adalah salah satu kota paling berbahaya di AS sebelum pagar perbatasan dibangun di sana.,false
"Kairo, kota yang tidak pernah tidur, ditutup karena jam malam akibat virus corona.",true
Campak dan ketidakpercayaan terhadap Ukraina melemahkan pertahanan dunia.,true
"Buzz Kesehatan: Plum Kering Dapat Mengurangi Risiko Kanker Usus Besar Camilan manis dapat memengaruhi bakteri usus, kata para peneliti.",false
Hasil rontgen mendokumentasikan seorang pria di Tiongkok yang tubuhnya dipenuhi cacing pita karena konsumsi sashimi.,false
Perusahaan bioteknologi Swiss memulai uji coba vaksin Alzheimer baru.,true
Bantuan teknologi tinggi untuk tumor fibroid,false
"""Orang iseng secara singkat mengubah tanda """"Hollywood"""" yang ikonik di California menjadi """"Hollyweed"".",true
"""Undang-undang layanan kesehatan yang baru akan """"memaksa warga lanjut usia untuk ikut serta dalam program layanan kesehatan yang dikelola pemerintah Barack Obama.""",false
"Pria yang mengancam keluarga Trump, tokoh media mendapat hukuman 5 tahun.",true
Anggota Kongres Ros-Lehtinen memiliki catatan panjang dalam memberikan suara menentang perbaikan simpanan VA.,false
Memulihkan testosteron daripada menggantinya membantu menjaga kesuburan pria,false
"Studi Baru Menunjukkan Balon dalam Kapsul Membantu Pasien Menurunkan Berat Badan Hampir Dua Kali Lebih Banyak Dibandingkan Diet, Olahraga, dan Terapi Gaya Hidup Saja",false
Ini adalah email yang diteruskan berisi enam pertanyaan sepele yang menuduh Hillary Clinton adalah seorang sosialis dengan kecenderungan Marxis.,false
"""Prioritas Tindakan AS Mengatakan Donald Trump mengejek"" ""seseorang penyandang disabilitas.""",true
Pembedahan meningkatkan tingkat kelangsungan hidup pria penderita kanker prostat jika pengobatan radiasi gagal,false
Audit: Kantor lingkungan hidup negara bagian memiliki sistem TI yang ‘gagal’.,true
"“Tingkat infeksi di wilayah Allegany, Cattaraugus, dan Chautauqua secara konsisten termasuk yang terendah di negara bagian tersebut.”",true
"""MIT menawarkan""""sertifikat bajak laut"""" kepada siswa yang menyelesaikan empat kursus pendidikan jasmani.""",true
Gubernur California mencari $1 miliar untuk menargetkan tunawisma.,true
Studi Menemukan Obat MS yang Ditarik Efektif,false
“Siapa pun yang ingin dites (untuk virus corona) bisa mendapatkan tes.”,false
"Denver, Colorado utara, gagal memenuhi peraturan udara bersih AS.",true
"Dua obat pengencer darah baru yang lebih baik dari Plavix dan warfarin, kata penelitian",true
Hanya setelah tersiar kabar bahwa para veteran kita sekarat karena perawatan kesehatan yang tidak memadai barulah Harry Reid dan Senat Demokrat mengambil tindakan.,false
"Menurut laporan baru-baru ini, sekelompok panel kematian yang diorganisir di bawah Obamacare memerintahkan eksekusi pertama mereka.",false
"Ini adalah video YouTube yang beredar di Internet yang diduga dilakukan oleh seorang gadis berusia 15 tahun bernama Amanda Todd.   Dia menceritakan bagaimana seseorang di Internet membujuknya untuk memamerkan dadanya dalam sesi webcam dan bagaimana kejadian selanjutnya menyebabkan depresi, kecanduan, dan bunuh diri.",true
Makanan kantin kampus dicampur dengan obat pencahar.,false
Minyak Zaitun Terkait dengan Penurunan Risiko Stroke,true
Pertarungan melawan diabetes 'hilang' ketika kasusnya mencapai rekor 382 juta.,true
Vaksin HPV Dapat Melindungi Wanita dari Berbagai Usia,false
"Edwards terpilih kembali, gereja-gereja kulit hitam dibakar di antara berita-berita utama.",true
"Bercak darah terlihat di mata kiri Joe Biden, calon presiden AS dari Partai Demokrat tahun 2020, saat debat CNN pada September 2019.",true
"Allergan Diberikan Izin Pemasaran oleh FDA untuk TrueTear™, Perangkat Neurostimulasi Intranasal Pertama yang Terbukti Meningkatkan Produksi Air Mata untuk Sementara",false
"""John Morgan Mengatakan Cathy Jordan""""ditangkap"""" dan diseret keluar dari rumahnya oleh """"tim hooligan SWAT"""" karena menggunakan mariyuana medis.""",false
Pegangan keranjang belanjaan penuh dengan kuman.,true
Pengobatan kanker menawarkan harapan bagi pasien MS setelah hasil uji coba yang 'luar biasa',false
USC setuju untuk membayar $215 juta untuk menyelesaikan klaim pelecehan seksual oleh dokter.,true
Laporan tersebar luas bahwa Pusat Pengendalian dan Pencegahan Penyakit (CDC) sedang menguji vaksin percobaan untuk virus Ebola yang hanya bekerja untuk orang berkulit putih.,false
"Orang tua mendapatkan kotak kunci resep, tas pembuangan.",true
Allergan Menerima Izin FDA Untuk Perawatan CoolSculpting® Untuk Memperbaiki Penampilan Jaringan Kendur di Dagu Ganda,false
Serikat pemain NBA mempekerjakan direktur kesehatan mental.,true
Warga Israel menerapkan lockdown virus corona untuk perayaan hari raya Paskah.,true
"""Seorang wanita mengaku dia"" ""sangat malu"" dengan wahana bertema Harry Potter setelah diluncurkan.""",false
Jeepers Creepers terakhir bangun pada tahun 1997... & dia bangkit setiap 23 tahun.... 2020...... pada titik ini saya tidak akan terkejut melihatnya.,false
Gel kurkumin topikal efektif dalam mengobati luka bakar dan luka bakar,false
Terapi Gen Menunjukkan Potensi Melawan Gagal Jantung,false
"""Pada tahun 2018 atau 2019, Brea Olinda Unified School District di California """"mengajarkan pedofilia sebagai orientasi seksual.""",false
Gambar viral Mengatakan pekerja dapur dalam video viral berpotensi menyebarkan virus corona dengan meniup wadah makanan.,false
